content,label
没有嫌弃我,
也没有出现键盘那发热的现象,
散热性能：上午收到货,
买的时候没有赠送鼠标键盘膜和电脑包,
电脑散热差的一比,
这款电脑很好,产品整体评价
实用性好,产品整体评价
可以买一个电脑支架,
唯独就是没有赠送Windows系统盘,
键盘灯挺漂亮的,
戴尔笔记本质量也是有口碑的,产品整体评价
毕竟是这么高档的配置,
不重女孩子用起来完全没问题速度很快,重量尺寸
等用几天在来追评,
运行速度：初次开机有点慢34秒,
画面品质：很高,
window10的系统也在更新,
软件偶尔有不响应的情况,
如果说外观我能给10分,外观设计
散热性能：正常看资料很安静,
客服自己都知道是可以保价的,
机器隔天就到,
i5的系统,
不是因为他电脑卡我犯得着心里就加硬盘吗,
声音录下来了,
研究了半天,
打开之后好多不懂的,
联想的忠实粉,
有夜光键盘,
不影响使用但是希望以后可以精益求精,产品整体评价
